705,28225.02980428934
945,22352.730225235224
596,35418.40702462196
607,33478.96297341585
846,24655.181885302067
715,27453.124563008547
901,23235.51599279046
681,29475.572253525257
899,23351.06413590908
748,26433.809108436108
973,21707.3033824265
992,20977.56202739477
855,23771.155334860086
960,21779.32751393318
908,22689.514692872763
896,23020.883285284042
1007,20792.857760846615
623,33798.994030594826
854,24443.31868097186
719,27325.935792654753
1016,20933.59284940362
630,33354.73313874006
563,36615.597704052925
862,24408.561605542898
834,24442.73522886634
643,31822.925099492073
715,27669.293568104506
626,32574.32048380375
594,34477.72310721874
669,29372.244401097298
510,39947.19636553526
765,26729.494300484657
910,22954.775130808353
898,22975.427062153816
823,24627.75584769249
622,33224.418732106686
722,27522.299629688263
517,39826.90672689676
890,23908.23437613249
858,23867.347264945507
1016,20672.725351184607
732,27031.91002932191
973,21739.27201142907
899,22859.07951387763
700,28237.437633156776
680,28877.992272019386
914,23040.288750767708
860,23785.12787619233
509,40647.03958880901
947,22724.548339754343
799,25102.308890908957
982,21431.43093574047
1009,20638.087618231773
642,32513.63767617941
901,23394.67718079686
818,24734.68670630455
624,33069.79255819321
551,37397.29850000143
1008,21413.122284442186
758,26139.0369810462
518,39902.717614114285
618,32453.049584805965
541,38019.56911379099
669,29402.67673251033
820,25100.59452676773
960,21832.27200385928
814,24730.894267618656
790,25521.08542829752
964,21801.206967890263
882,23232.903718590736
913,22703.653934806585
672,30128.29982495308
887,23623.812840640545
570,36979.73622494936
570,35934.98945701122
569,36001.5825586915
726,27529.20065572858
649,31030.186071664095
807,25435.2478787601
802,25258.882430940866
792,25496.65431854129
918,22741.974235594273
898,22963.161307662725
727,27074.786181777716
943,22347.549246311188
844,24088.61579298973
871,23658.9809845984
747,26487.443132668734
618,33235.8945530653
550,37440.43985795975
761,26717.649086147547
900,23173.939063757658
696,28480.445435106754
798,25552.49712574482
505,40675.44688677788
617,32478.550988197327
916,23135.906700372696
718,27419.79959729314
955,22124.873234778643
726,27164.91058883071
763,26310.014968514442
744,26712.246471196413
686,28624.14514231682
775,26104.887983947992
690,28459.910951912403
572,36198.33094370365
750,26932.052580326796
888,23449.815299093723
622,33450.90801990032
806,25510.096448868513
848,24226.588955670595
716,27421.29043108225
548,37904.38657540083
519,38831.912511229515
879,24141.34054121375
829,24525.594899475574
961,21798.361691713333
684,29496.385202497244
864,24088.216090410948
594,35279.742433309555
723,27550.379209429026
862,24062.85676139593
597,35068.69189441204
995,21575.971723258495
745,26529.78129681945
872,23805.277811408043
974,21473.649757415056
502,41269.67770165205
816,25573.404790967703
762,26186.08254286647
981,21523.019656032324
666,30781.78891503811
670,29384.347243636847
613,33315.97903752327
891,23670.54962748289
918,22585.35902041197
657,31166.02622437477
915,23069.28518381715
924,22424.17469328642
785,25468.33226519823
556,37588.48893541098
962,22318.501666486263
965,21523.576587587595
800,25053.437199771404
850,24192.563089698553
678,29493.860067248344
892,23504.89279899001
828,24526.149936705828
964,21739.359150379896
804,24960.40500381589
908,22933.083215028048
987,21165.052846044302
684,29595.575849086046
707,27805.99563869834
984,21573.620865911245
779,25550.792233228683
801,25331.69270732999
935,22373.312066555023
959,21681.877752035856
802,25014.552390128374
952,22022.505805134773
799,25095.277156442404
579,36081.75797075033
530,38427.08010029793
818,25459.911990493536
717,27390.913035094738
769,26186.43678164482
560,37268.272234380245
641,31003.66362708807
521,39254.55536597967
679,29037.68008238077
715,27601.950313717127
848,24386.756030261517
587,35701.8132019043
737,27217.678906530142
903,23150.271366983652
757,26194.18646529317
629,32513.694505929947
690,28424.015387147665
670,29466.079790860415
988,21569.800012350082
942,21948.4433799088
698,28521.64889857173
895,23397.99793255329
554,38074.21660190821
871,24234.264760643244
524,39903.81253397465
1019,21253.209049403667
880,23192.810329586267
609,34311.670364797115
1016,21143.629924416542
765,25930.255843520164
613,33641.75747680664
974,21960.121893644333
779,25559.875521689653
510,40367.63801461458
817,25531.261742293835
954,21958.57991307974
627,33340.590108156204
840,24740.187826156616
823,24725.999331772327
743,26643.00320881605
672,29517.722879499197
847,24486.982872635126
830,24557.269908100367
525,39731.01978313923
770,26570.55853715539
783,25762.064408153296
790,25576.869511425495
899,23147.003656327724
554,38086.988141179085
660,29813.963108778
624,32522.302318811417
800,25644.432507514954
586,35609.05947172642
892,23710.262257158756
800,25156.95259037614
619,33350.44438689947
1017,21104.998954325914
677,30177.277598291636
615,33201.925516843796
950,22440.39200976491
795,25192.903090566397
902,23074.93595534563
515,40452.7992901206
983,21980.510513812304
537,39444.77969563007
608,33210.70003032684
793,25837.591146618128
921,22677.472468733788
707,27926.497441738844
772,26135.17824098468
1013,20888.896250605583
861,23609.023845225573
555,37899.00669234991
884,23951.925088346004
814,24853.26387512684
534,39140.67991185188
959,22425.50829809904
913,22586.586543023586
802,25079.408395767212
508,40537.82417422533
829,25267.251558870077
571,36722.27093446255
700,28211.496746361256
694,28193.31690916419
581,35597.18584251404
538,38011.522021114826
688,28674.568285644054
501,40441.71370011568
953,22618.18577864766
922,22408.451795637608
852,23946.920281648636
764,26081.96854555607
825,24813.310666173697
667,30150.95784649253
840,24652.787458479404
801,25223.504016906023
707,27718.093274891376
631,32202.032576680183
878,23907.048528671265
755,26271.382104098797
847,24337.64944282174
812,24961.76702350378
930,22459.494383245707
844,24109.525352537632
853,24052.409558922052
696,28301.534014463425
792,25690.754437178373
833,24584.55197700858
975,21511.30704444647
909,22646.48699441552
617,33865.715946376324
984,21753.161202460527
820,24558.023849457502
751,26449.19292190671
721,27312.88578760624
1016,20929.72463771701
1012,20536.633253246546
1009,20598.87698468566
931,22142.920469224453
1000,20879.763709694147
779,25536.395363092422
907,22995.19244939089
834,24367.862032532692
929,22445.55972841382
901,22883.03514805436
572,36891.31292176247
749,26956.50831630826
595,34822.7403113842
727,27446.825932323933
510,40185.40773653984
637,31109.05818811059
659,30031.85216099024
675,29095.818811506033
523,39309.665069401264
999,21646.21897789836
632,33158.60230368376
703,28011.13020056486
942,22417.565393298864
942,22014.93608236313
554,38224.178947627544
636,31328.597197413445
897,23492.191349744797
818,24741.407771468163
598,34851.075625002384
663,29670.3334915936
865,24113.829258978367
1020,20586.359284967184
664,31059.119991987944
964,22056.364970505238
552,38426.19734483957
782,26221.676909953356
867,23850.56922826171
847,24146.415437936783
716,27421.33400055766
655,30583.36594671011
732,27200.12798523903
897,23287.026478677988
1015,20637.765582978725
704,28453.39257952571
594,34739.65521609783
823,25193.908977150917
722,27232.064410716295
1004,21156.698872715235
600,35348.438235759735
930,22882.773731201887
847,24043.625573813915
756,26284.750355750322
723,27250.102173537016
905,23134.96900948882
985,21208.571174681187
984,21117.09611389041
677,30051.53419792652
710,27738.966842263937
669,29604.95654657483
937,22590.687756687403
788,25377.95780724287
767,26107.629072248936
819,24943.55498278141
875,23614.043806523085
553,38076.796672582626
744,27121.11190009117
512,40150.040688455105
853,24725.90650984645
859,23905.87215283513
853,24027.56738063693
592,35378.679240345955
781,26148.671518087387
943,22239.896649867296
552,38359.51710420847
820,25361.69502696395
970,21630.827587127686
627,33396.84019523859
1010,21224.54033458233
952,21715.964236408472
861,23703.255148917437
820,24757.467858970165
906,22949.374410182238
761,26087.431778907776
692,28317.43687298894
920,22890.434381574392
873,23494.00043013692
922,22530.020103663206
621,33637.90441972017
901,23441.22074648738
854,23936.99970152974
719,27325.935792654753
1022,20820.02806457877
1015,20472.042453110218
899,22797.294209092855
827,24536.77710005641
833,24524.32759603858
595,35106.71099752188
892,23689.892580240965
760,26127.278905659914
683,28832.058678984642
987,21563.245647788048
865,23562.44807600975
523,39940.604114472866
503,39501.26089036465
673,29306.27074369788
998,21368.455994844437
889,23033.003176748753
561,37588.928418815136
862,24413.236799687147
588,35680.86954450607
602,33797.78545123339
508,39696.74386626482
970,22256.744776576757
740,26679.762585788965
980,21585.996491253376
970,21399.210361510515
954,21732.134194761515
765,25937.562255114317
988,21381.129029214382
691,29133.54618856311
895,23413.24914327264
661,30810.89521893859
1001,21333.251858711243
663,31057.818590700626
853,24373.31579425931
816,24861.151844501495
843,24320.439500033855
947,22061.30158150196
851,23928.855998277664
587,35711.8720677495
860,24396.1367277503
954,21893.11961776018
857,23786.989997684956
682,29248.53361147642
600,34252.91598004103
765,26508.28449651599
549,37993.0712954402
636,31311.466816276312
851,24478.68383473158
557,37733.56013393402
567,36084.93664813042
786,26093.21704751253
726,27133.385231882334
694,28190.604235738516
558,37161.26181411743
559,36612.2561147213
766,26574.97799742222
516,40028.36819255352
839,25025.37656328082
635,32388.83196669817
904,23347.12962284684
790,25377.777846366167
717,27392.564886510372
770,26163.041867673397
630,32490.250339508057
912,23190.72088909149
978,21336.578293442726
558,38074.69776046276
889,23838.032585293055
508,40770.39424532652
745,27213.4166752398
897,23264.98032411933
902,22911.112833470106
644,31995.823932528496
1016,21076.110497802496
952,21707.617840379477
932,22204.28144520521
917,22543.45465669036
1018,20553.19344255328
588,36204.66177791357
761,26628.975732058287
574,36295.653785824776
813,25465.37901249528
653,31063.753510981798
612,33326.96233397722
822,25173.368810981512
895,23179.584152311087
848,24078.369388967752
979,21409.47760310769
683,29631.72335907817
504,40283.673952519894
529,38042.67230170965
904,23582.01455911994
861,23779.36533948779
929,22403.48108679056
643,32160.217246234417
667,29511.93950521946
994,21458.070828467607
550,38652.716941833496
890,23834.77055761218
549,38389.65581524372
953,22516.458630859852
1001,20830.443063527346
920,22380.36842724681
671,30221.47409528494
663,29877.121799200773
870,24006.350940436125
929,22389.580529808998
809,24891.41558098793
923,22609.966302394867
750,26373.74574509263
972,21722.977027624846
686,29405.012435257435
731,27168.850784868002
763,26300.56039234996
820,24928.025306284428
659,30678.58040508628
